"id","name","type","typeCode","bizType","address","gcj02_lng","gcj02_lat","wgs84_lng","wgs84_lat","tel","provinceName","cityName","adName"
"BV10025916","高科西路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","6号线;7号线","121.509845","31.185761","121.50545302268971","31.187830830554496","[]","上海市","上海市","浦东新区"
"BV10032522","东方体育中心(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(规划)19号线;11号线;6号线;8号线","121.480304","31.153366","121.47580957006534","31.155364767702004","[]","上海市","上海市","浦东新区"
"BV10032909","凌兆新村(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(规划)19号线;8号线","121.489663","31.141301","121.48520221255652","31.14333338270586","[]","上海市","上海市","浦东新区"
"BV11581680","德州路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(规划)19号线","121.477683","31.165202","121.47317870060286","31.16718721046028","[]","上海市","上海市","浦东新区"
"BV10039917","中华艺术宫(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","8号线","121.493626","31.185242","121.48917562199806","31.187263479497293","[]","上海市","上海市","浦东新区"
"BV11581683","东方路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(规划)19号线","121.505337","31.189962","121.50092847060809","31.19201629019924","[]","上海市","上海市","浦东新区"
"BV10024842","桂林公园(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","12号线;15号线","121.419647","31.166985","121.41500926656094","31.168857833615785","[]","上海市","上海市","徐汇区"
"BV10025073","上海南站(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","15号线;1号线;3号线","121.430041","31.154579","121.42541690326736","31.15646871837229","[]","上海市","上海市","徐汇区"
"BV10607588","虹漕路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","12号线","121.410553","31.164033","121.405909238511","31.16590218130895","[]","上海市","上海市","徐汇区"
"BV10026584","漕宝路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","12号线;1号线","121.433143","31.168344","121.42852254542981","31.170230622682332","[]","上海市","上海市","徐汇区"
"BV10039879","桂林路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","15号线;9号线","121.418064","31.174791","121.41342417635319","31.176658673826825","[]","上海市","上海市","徐汇区"
"BV10039994","石龙路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","3号线","121.443205","31.157949","121.43860442656144","31.159856864655346","[]","上海市","上海市","徐汇区"
"BV10820973","华东理工大学(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","15号线","121.429108","31.143393","121.42448351560424","31.145287478375455","[]","上海市","上海市","徐汇区"
"BV10039993","漕溪路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","3号线","121.438410","31.176746","121.43379813827451","31.17863612527698","[]","上海市","上海市","徐汇区"
"BV10026582","锦江乐园(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","1号线","121.414107","31.142217","121.40946706473196","31.144099189073494","[]","上海市","上海市","徐汇区"
"BV10039938","龙漕路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)23号线;12号线;3号线","121.444383","31.169458","121.43978396946422","31.17136204383787","[]","上海市","上海市","徐汇区"
"BV10039937","虹梅路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","12号线","121.397250","31.160350","121.39260525538323","31.162220179874904","[]","上海市","上海市","徐汇区"
