,name,pinyin,unit_2021,geometry,w_unit_2021,unit_2021_std,w_unit_2021_std,p-sim,sig,labels,unit_2021_lag,unit_2021_lag_std
30,东外滩板块,East Waitan,51953,"POLYGON ((121.5045703679119 31.26474365819268, 121.5046564829136 31.26503725536162, 121.507929664199 31.26614684314273, 121.5094800418005 31.26717806285422, 121.511633217227 31.26923770207993, 121.5144753161315 31.27188595068626, 121.5181785131382 31.27416989415133, 121.5242063617149 31.27719339420569, 121.5305777823991 31.27889701991348, 121.5366037170838 31.28015853327787, 121.536603675427 31.2805984927051, 121.5435748244038 31.28435348352581, 121.5511463067587 31.28862045593445, 121.5588013577299 31.29266494698651, 121.5591454173674 31.29207889247861, 121.5596615131625 31.29112649224472, 121.5617259514119 31.28511708842442, 121.5622419337979 31.28460450410903, 121.5623280211018 31.28357810488109, 121.5616401520566 31.28321060404258, 121.562500150286 31.28196522486481, 121.5617265559656 31.27895790404087, 121.5614685975981 31.27888424615763, 121.5612966619376 31.27844406451518, 121.5581152089194 31.27389332540463, 121.5557071728088 31.27168980502746, 121.5459002511484 31.26345908092853, 121.5401346260762 31.25948660706472, 121.5393600517217 31.25897147029146, 121.5362615361853 31.25669063627858, 121.5335501001173 31.25490542579178, 121.5315916523278 31.25394698435174, 121.5299989581006 31.25337443109567, 121.5279541928771 31.25245220381185, 121.5256079042488 31.25191409880953, 121.5198168270472 31.25129283849601, 121.5157690740664 31.25113457201947, 121.515682893185 31.25172110119621, 121.5129265166574 31.25435357871211, 121.5084469715269 31.26064799381952, 121.5045703679119 31.26474365819268))",69019.625,11788.41228,28855.03728,0.008,1,HH,69019.625,25272.72697
31,洞泾板块,Dongjing,43090,"POLYGON ((121.2260962128678 31.08908919728211, 121.2509912922186 31.09423800049901, 121.2585406242704 31.09452833821047, 121.2798029586614 31.09495006020014, 121.2938545047631 31.0954455850415, 121.2950546607466 31.08405726691519, 121.295740604153 31.07612163788803, 121.297797330137 31.06568484956549, 121.2976263258098 31.06230502795828, 121.2919723640022 31.0645182781364, 121.2852894468258 31.06687881334868, 121.2762055511419 31.06762419072151, 121.2678044712329 31.06851394313253, 121.256827167801 31.06969720716107, 121.2450722562762 31.07065573596615, 121.2276437471292 31.07160440649746, 121.2260968375538 31.08210985257496, 121.2260962128678 31.08908919728211))",24733.75,2925.412281,-15430.83772,0.067,0,Non-Significant,24733.75,-19013.14803
32,干巷镇板块,Ganxiang Town,0,"POLYGON ((121.2281341722988 30.85440094638816, 121.243245428437 30.84969364197612, 121.2748087761335 30.8602799849287, 121.2823510066084 30.85673687712922, 121.3378535945881 30.84956983647989, 121.3440223325772 30.82716763734393, 121.2933207476256 30.82077884530447, 121.2693262384311 30.81019826060561, 121.253545923398 30.80785082669361, 121.202018114191 30.79661820087852, 121.1848227837587 30.78480084756682, 121.1566129811261 30.79476962905848, 121.1545483781276 30.80242932675381, 121.2013286961886 30.81371141504041, 121.219890974394 30.82139540184441, 121.2281341722988 30.85440094638816))",15636.875,-40164.58772,-24527.71272,0.003,1,LL,15636.875,-28110.02303
33,吕巷镇板块,Lvxiang Town,12584,"POLYGON ((121.0975318719336 30.8139309453858, 121.1113525541982 30.84627641995296, 121.1694654288317 30.85313856517744, 121.1692918678477 30.87287249547082, 121.1792681008865 30.87348068831841, 121.1832251704044 30.8569938294761, 121.2030011302191 30.85466811803941, 121.2263727306067 30.86176365095743, 121.2268882204263 30.85984945784471, 121.2195036539847 30.82773036402858, 121.1999100044167 30.8144461817931, 121.1769511535266 30.81138809107116, 121.1518393100934 30.80294010106314, 121.120031998054 30.8089364534716, 121.0975318719336 30.8139309453858))",14063.875,-27580.58772,-26100.71272,0.003,1,LL,14063.875,-29683.02303
34,张堰镇板块,Zhangyan Town,13555,"POLYGON ((121.1816409621745 30.78155242937294, 121.2048547248401 30.79559034038126, 121.2071753900081 30.79633019008561, 121.2068315550849 30.79662451151252, 121.2284819928017 30.80165736939581, 121.2647818074767 30.80828635030913, 121.2960618933319 30.81989056300236, 121.3457353802602 30.82569151199083, 121.350190797523 30.81242357428271, 121.3340889898611 30.80803029126913, 121.3279241689499 30.79595787121723, 121.3179905258476 30.79273527257965, 121.3179916215946 30.78035421211602, 121.313025061499 30.77328836125145, 121.3061737259767 30.77005816568517, 121.278930746636 30.76184241871974, 121.2636705962549 30.76465812870129, 121.2509756850977 30.76053705269611, 121.2423942729449 30.75729448488058, 121.2372440007402 30.75508182452032, 121.2301174637801 30.75434113609959, 121.2064032279072 30.78011632792632, 121.1816409621745 30.78155242937294))",12561.5,-26609.58772,-27603.08772,0.002,1,LL,12561.5,-31185.39803
35,漕泾镇板块,Caojing,0,"POLYGON ((121.3389243050649 30.84780036682604, 121.3670252158128 30.85099838866927, 121.393441221739 30.82976574793237, 121.4195469950127 30.81327588467472, 121.4339906432393 30.79723089487782, 121.4453466893522 30.7788266825541, 121.398253954397 30.75164973202549, 121.3752614413146 30.76905872081061, 121.3708025235861 30.77731882931698, 121.3714864226817 30.80178459611785, 121.3502337225962 30.81330758751574, 121.3505763763885 30.81330705564952, 121.3389243050649 30.84780036682604))",15228.125,-40164.58772,-24936.46272,0.003,1,LL,15228.125,-28518.77303
36,亭林板块,Tinglin,16283,"POLYGON ((121.2138686821172 30.91431294436174, 121.217305551355 30.91505264780408, 121.228472901847 30.90814456958775, 121.2465014557854 30.9022620877692, 121.2672606270463 30.89857111263326, 121.3071895464719 30.91014681980337, 121.3250021698518 30.91629369649834, 121.3399028876804 30.92200584849159, 121.3441851559339 30.92361749618927, 121.3594344191219 30.91726541372144, 121.3506973301025 30.89578704048986, 121.3563529630856 30.88031932660855, 121.3611528743413 30.86499784799888, 121.3644107696611 30.85159096775957, 121.341792962906 30.85088869102184, 121.2825220161495 30.85762036911508, 121.2756654792929 30.86189912642709, 121.2657208447234 30.8611721124758, 121.2435883042441 30.85131390061124, 121.2300230760208 30.85616970666384, 121.2188546603821 30.88148946071106, 121.2176511939988 30.89032225629591, 121.2161041902284 30.89650390390487, 121.2164474076879 30.90239275070087, 121.2138686821172 30.91431294436174))",15997,-23881.58772,-24167.58772,0.003,1,LL,15997,-27749.89803
37,枫泾镇板块,Fengjing,19484,"POLYGON ((121.0336801324978 30.91437363213264, 121.0660463881206 30.92976792802268, 121.1219991165179 30.9132828384308, 121.128703052884 30.90298670368673, 121.125093916924 30.89753556337147, 121.1285333246816 30.87972482692358, 121.1281915233128 30.86028608569177, 121.1324900913303 30.8516018378288, 121.1178808246139 30.84908096940687, 121.1111806574117 30.84760197722183, 121.1099785736042 30.84406580490237, 121.0819978377036 30.86217861400623, 121.056968944167 30.88488407341234, 121.0389873712388 30.89993526969569, 121.035563801539 30.90259294533004, 121.0316264757628 30.91408429355716, 121.0336801324978 30.91437363213264))",17195.125,-20680.58772,-22969.46272,0.006,1,LL,17195.125,-26551.77303
38,朱泾镇板块,Zhujing,23546,"POLYGON ((121.1277161160824 30.88679137036732, 121.1259962199764 30.89797834960821, 121.1309807926783 30.90269525858327, 121.1361383914318 30.90446872162946, 121.1877790080251 30.90927218094914, 121.2126228605861 30.91475303207432, 121.2151157941452 30.90283286694217, 121.2141709606299 30.89848910823767, 121.2173942355285 30.88259218091047, 121.2225927205101 30.86956569080219, 121.2262009096908 30.86249992700443, 121.2027002074021 30.85591964837943, 121.1839130983546 30.8578787685611, 121.1799990106139 30.87443927604227, 121.1683887270748 30.87390157851003, 121.1684763939461 30.85379942232134, 121.135799738758 30.85131182529143, 121.1328768925159 30.85174972510874, 121.1299535698067 30.85955196535139, 121.1297796689521 30.87899022690203, 121.1277161160824 30.88679137036732))",14840.125,-16618.58772,-25324.46272,0.003,1,LL,14840.125,-28906.77303
39,高桥、高行板块,Gaoqiao,41309,"POLYGON ((121.5664327850027 31.29069134986372, 121.560671525921 31.2996535951298, 121.5594669091575 31.30639638484916, 121.5587769126792 31.32897157487093, 121.5512068678683 31.33804722052264, 121.5093655305715 31.35640869453868, 121.5017845352334 31.36342065046244, 121.4997160188064 31.37440417623272, 121.5071231538372 31.38600017602503, 121.5210756304672 31.39072853903699, 121.56668381101 31.38071287296313, 121.5933152962441 31.36988800071405, 121.6646463281214 31.33404315199549, 121.683666159175 31.316262045696, 121.708348975032 31.29606394557055, 121.6976353553164 31.29285266495416, 121.6693624326719 31.28418010969026, 121.6624239328469 31.28016099873641, 121.6472605934257 31.27806184197631, 121.6400204464673 31.27448026373425, 121.6400628844484 31.27946654638638, 121.6374491683565 31.28035041584608, 121.6322211933346 31.28189782672263, 121.6308069586722 31.28193645071527, 121.6231343450685 31.28198303482277, 121.6133584729704 31.28195678583586, 121.6086835235365 31.28199717845659, 121.6050801451892 31.28251264540402, 121.5998242734779 31.28222140864152, 121.5842634456733 31.28229268633489, 121.5845203329056 31.29171446542595, 121.5815570205598 31.29195111197319, 121.5751779359177 31.29178148852012, 121.5740608534718 31.29154223720656, 121.5727502938803 31.29179766307522, 121.5703868642238 31.29122716062423, 121.5685818270998 31.29107864243775, 121.5664327850027 31.29069134986372))",66703.75,1144.412281,26539.16228,0.012,1,HH,66703.75,22956.85197
40,共富、共康板块,Gongfu,58949,"POLYGON ((121.4146296638984 31.29046080730418, 121.4146296777138 31.2903141669742, 121.4117944381156 31.29544417453073, 121.4090455093278 31.3012340413285, 121.4089592701925 31.30533924660566, 121.408357907469 31.30783129261359, 121.4067260073201 31.31134900957407, 121.4016594545633 31.32270829576715, 121.401830870978 31.32600652264428, 121.4004564932201 31.3361932776152, 121.3984819342747 31.33963732748697, 121.3882696161727 31.34674727616628, 121.3908433984626 31.34799204114408, 121.3969361149616 31.34901703719258, 121.4086118494824 31.35231802687434, 121.4137652319305 31.35386030821607, 121.4201231669149 31.35489188671755, 121.4247641394578 31.35577626966088, 121.4300940905612 31.35666233617443, 121.4522015922959 31.36476214496329, 121.4621025209119 31.33950675026659, 121.4633953533192 31.32367945101983, 121.4609847742706 31.32330659403826, 121.4602097822719 31.32535685290665, 121.4522046996551 31.32504413024517, 121.4420513775356 31.32194475946265, 121.4409328937165 31.3234086470458, 121.4292367863429 31.32287747020239, 121.4283771988614 31.32119054608927, 121.4273455567086 31.32126253799274, 121.4293234695404 31.31488813957149, 121.4273461770561 31.31429920480395, 121.4273463473224 31.31246667895461, 121.4268305997895 31.31187962191025, 121.427862568669 31.30814242353186, 121.4263152345678 31.30755408001267, 121.4264014047866 31.30542830825162, 121.4248541040117 31.30571970758251, 121.4245107776331 31.30066104074618, 121.4174640081268 31.29918763994976, 121.4152302116764 31.29896578685828, 121.415402122923 31.29801287465158, 121.4130827155253 31.29742456006324, 121.4131687529549 31.29595835801273, 121.4144575230483 31.29375991098519, 121.4190970598075 31.29435049421608, 121.4186678582116 31.28995109636411, 121.4146296638984 31.29046080730418))",40296.375,18784.41228,131.7872807,0.458,0,Non-Significant,40296.375,-3450.523026
41,古北、虹桥板块,Gubei,8742,"POLYGON ((121.3726684441832 31.21268052989275, 121.3735257753948 31.21277130994822, 121.3735472114868 31.21277128702542, 121.3770411880852 31.21271270504522, 121.379892484095 31.21269181521514, 121.3808787396994 31.21254426389265, 121.3845668459208 31.21221148632523, 121.3918805392371 31.21167633439304, 121.3930603820529 31.21176780313999, 121.3934465404538 31.21167601099384, 121.3947766524075 31.21171252986355, 121.3974800688635 31.21171246085993, 121.3993254857068 31.21147416923789, 121.4010637807144 31.21107093714468, 121.4026949075638 31.21074119323325, 121.4045837711826 31.21024657905032, 121.4052921508359 31.20991669371103, 121.4054853675957 31.20962327348174, 121.4061293581802 31.20960522106398, 121.4069665915414 31.20942218528841, 121.4070954277138 31.20911041627478, 121.40733168897 31.20766138306697, 121.4076754490144 31.20435963706464, 121.4088994359548 31.20138848280479, 121.4113903769158 31.19814295713678, 121.41355949954 31.19524589216632, 121.4152348680706 31.19284386092537, 121.4143543230153 31.19280645869232, 121.4084277926633 31.19313267219601, 121.4042846553453 31.19336922834731, 121.3973099229167 31.19360623059302, 121.3942418083637 31.19375311505801, 121.3879782597562 31.19406672655586, 121.3866485688985 31.19401231985666, 121.3854905380047 31.19379277692394, 121.3840536266456 31.19577502910783, 121.3833029979019 31.1972615439964, 121.380750903006 31.20370260045576, 121.3797859167554 31.205904729952, 121.3778776974255 31.2079426017923, 121.3749621186929 31.21029344295454, 121.3726684441832 31.21268052989275))",68456.5,-31422.58772,28291.91228,0.011,1,LH,68456.5,24709.60197
42,顾村板块,Gucun,40493,"POLYGON ((121.419346370319 31.39415862976999, 121.4258803381101 31.37233603006012, 121.4291482810957 31.35739377890205, 121.4081823685446 31.35327036361467, 121.3892990881794 31.34725980082512, 121.3752337407075 31.34126105153405, 121.3577492553638 31.33512722122545, 121.3550079419973 31.33058730568944, 121.3568932807618 31.32633357716757, 121.3495257346923 31.32385265081382, 121.3447288577348 31.32400692603401, 121.3395899688825 31.32298945153575, 121.3386477181366 31.3246036089588, 121.3401893128746 31.32504069591982, 121.3406173461545 31.32723879528566, 121.3373622544834 31.33369410808755, 121.3389037181722 31.33515715659217, 121.3370194357762 31.33662622591724, 121.3389034179613 31.33867491971241, 121.3413015098227 31.33867078692291, 121.3402733214779 31.34365580865828, 121.3382179038647 31.34307313068068, 121.3344493195762 31.34762325516421, 121.33196577415 31.34792093299364, 121.3300816686392 31.34909691690494, 121.326056710332 31.34969086129278, 121.3263991378023 31.35130227844636, 121.3245151142161 31.35189215283257, 121.3243437229116 31.35350453211837, 121.326056413512 31.35394084647025, 121.3261418335299 31.35701813234256, 121.3269980698728 31.35877497295347, 121.3287964587819 31.35818535865817, 121.3320505240388 31.35993769070037, 121.3317078504901 31.36155023775045, 121.3337629115807 31.36477017116617, 121.3401001217886 31.36724985258718, 121.3469518870378 31.36914322645379, 121.3538048640244 31.3691325270986, 121.364943951127 31.37102154101989, 121.3687151792983 31.37145631981633, 121.3791747321194 31.37466872415076, 121.3884378114417 31.3806698883045, 121.3920413534912 31.38154781026593, 121.3989068985945 31.38433117786245, 121.4102404995073 31.3875588116961, 121.419346370319 31.39415862976999))",31501.125,328.4122807,-8663.462719,0.227,0,Non-Significant,31501.125,-12245.77303
43,花木、北蔡板块,Huamu,51118,"POLYGON ((121.5344412637063 31.15317030367919, 121.5160985292608 31.18028090235295, 121.5177345161013 31.18468926074896, 121.5212645933827 31.19394627461127, 121.5234169645793 31.19901573338931, 121.5247084102913 31.20100057340762, 121.5278942412801 31.20012862097537, 121.5340067382242 31.19933714554091, 121.5399458183085 31.20030507443723, 121.5433020658846 31.20200007792127, 121.5488088746921 31.20487270048232, 121.5524221335732 31.20590640160498, 121.5580131128447 31.2056951144829, 121.5616249050913 31.20658071969505, 121.5698778210432 31.21099316269497, 121.5706514259856 31.21040696126174, 121.5788178373401 31.17753653387604, 121.5850036460315 31.16366700730481, 121.5735779229463 31.16189730322889, 121.5597376148487 31.1588717036539, 121.5344412637063 31.15317030367919))",56291.875,10953.41228,16127.28728,0.071,0,Non-Significant,56291.875,12544.97697
44,华漕板块,Huacao,29961,"MULTIPOLYGON (((121.2632664613149 31.22878384090681, 121.266892565037 31.22615354998405, 121.2704224471703 31.22379048813728, 121.2771256755689 31.21908455770475, 121.2873693529585 31.21172198820157, 121.2934196216876 31.21629284777053, 121.2972179030832 31.21907317287119, 121.2974165696912 31.21918120566833, 121.2934197228122 31.21616992962818, 121.29744620569 31.21919732394882, 121.3067774952393 31.2243066054763, 121.3145800304422 31.22338159319081, 121.3199678422097 31.22233948613914, 121.3222944202325 31.21913142271194, 121.3226674985158 31.21882632025008, 121.3242799667098 31.21670830347022, 121.324443545592 31.21618159620543, 121.3308812020933 31.2127854971454, 121.3368602650694 31.21098765274444, 121.336435374277 31.20792072887328, 121.3346127179826 31.19653828715717, 121.3343375795884 31.18443381218254, 121.3339053028411 31.18936743749087, 121.3339098763179 31.18356338943556, 121.3338999261932 31.18357438133702, 121.333757278377 31.18389545469537, 121.3337275816554 31.18376477417089, 121.3271623985498 31.19102700039259, 121.3336248245174 31.18331262004522, 121.3337275816554 31.18376477417089, 121.3338999261932 31.18357438133702, 121.3347686788226 31.18161885245807, 121.3347686899878 31.18159976153591, 121.3347710080527 31.18161361018276, 121.3351278296884 31.18081034862431, 121.3436921033459 31.18417156537048, 121.3436922234256 31.18285045673111, 121.3452338798596 31.1838754340076, 121.3457479084686 31.1827002742682, 121.35191539078 31.18415847252368, 121.3424938053947 31.17521909707568, 121.3359851936916 31.17082645072526, 121.3210846642664 31.16630426056932, 121.3009605901387 31.19946791254617, 121.2959240858319 31.19720476805434, 121.2681149396768 31.18759014790313, 121.2523751509357 31.21918296579104, 121.249738708198 31.23811092378067, 121.2632664613149 31.22878384090681)), ((121.2457328752852 31.24118331836239, 121.2473819386402 31.24017955480067, 121.2496784660863 31.23854508372082, 121.249738708198 31.23811092378067, 121.2450315011574 31.24132035744443, 121.2457328752852 31.24118331836239)), ((121.2876763980719 31.21215823606691, 121.2704224471703 31.22379048813728, 121.2632664613149 31.22878384090681, 121.2496784660863 31.23854508372082, 121.2496431613575 31.23879955109543, 121.2473819386402 31.24017955480067, 121.246058525006 31.24111954504627, 121.2457328752852 31.24118331836239, 121.241043394505 31.24402642558253, 121.2450315011574 31.24132035744443, 121.237033197562 31.24285579546912, 121.2404748860032 31.25117882774518, 121.2548267434077 31.26214699669825, 121.2605719961031 31.25855225299484, 121.2791470755919 31.25299470592395, 121.2817452334549 31.2551665141095, 121.2839006276696 31.24450560791783, 121.2872133420806 31.23555027868062, 121.307516560463 31.22941470152157, 121.3119693517033 31.22901127897892, 121.3188527372354 31.23084839938569, 121.330299559145 31.23722132128897, 121.3375854347629 31.24201328385359, 121.3425817544661 31.24135533450106, 121.3424380771874 31.22752576458898, 121.3347710080527 31.18161361018276, 121.3347686788226 31.18161885245807, 121.3347674471362 31.18357549073196, 121.3347565859662 31.19579988414456, 121.336435374277 31.20792072887328, 121.3369235288282 31.21096872574543, 121.3368602650694 31.21098765274444, 121.3368813050482 31.2111394939051, 121.3308812020933 31.2127854971454, 121.3245867983014 31.21630548319082, 121.3242799667098 31.21670830347022, 121.3239469168336 31.21778082298626, 121.3254446266483 31.21655850043777, 121.3238696394985 31.21802970250791, 121.3239469168336 31.21778082298626, 121.3226674985158 31.21882632025008, 121.3200009018497 31.22233317627363, 121.3199678422097 31.22233948613914, 121.319623678133 31.22281439759657, 121.3145800304422 31.22338159319081, 121.3129757879303 31.22369717148518, 121.306224253293 31.22436656266417, 121.3004722218601 31.22147952226748, 121.29744620569 31.21919732394882, 121.2974165696912 31.21918120566833, 121.2991778386369 31.22051139629918, 121.2972179030832 31.21907317287119, 121.2923023553132 31.21640716768927, 121.2876763980719 31.21215823606691)))",39950.625,-10203.58772,-213.9627193,0.476,0,Non-Significant,39950.625,-3796.273026
45,华新镇板块,Huaxin,21426,"POLYGON ((121.1809423234825 31.25463277755912, 121.1985696789945 31.25906188806818, 121.2049307031149 31.26339753458337, 121.2134393572889 31.26032783100507, 121.2267547325237 31.26437432843112, 121.2342256442903 31.26386564757879, 121.236887331818 31.261446625696, 121.2536225415426 31.26034578821416, 121.2431542877637 31.25345375004194, 121.2363738552403 31.24252367011083, 121.2420395368922 31.24208484637825, 121.2464167976227 31.24054438708565, 121.250536050523 31.23716924014744, 121.2538840579101 31.21860742649361, 121.2598041092387 31.2056171833714, 121.252512743783 31.20371303398914, 121.2597199790687 31.1844088155546, 121.2437618038866 31.17934943977662, 121.223498320719 31.17699075173102, 121.2209212534258 31.17684156217032, 121.2212655287372 31.16950175345506, 121.2072590187744 31.171174414573, 121.2089771251369 31.17983768786463, 121.201413104469 31.17813978265283, 121.1946217702402 31.17196455290464, 121.1892043235021 31.17496559388538, 121.183872260463 31.17921378543294, 121.1844736339484 31.1854533207066, 121.1904926256576 31.19045378351363, 121.1973709712557 31.19303276958203, 121.1942747874913 31.20374213257336, 121.190147520756 31.20336879119067, 121.1915219137964 31.22237454553183, 121.1824057651888 31.23571093017403, 121.1809423234825 31.25463277755912))",27727.125,-18738.58772,-12437.46272,0.113,0,Non-Significant,27727.125,-16019.77303
46,淮海路板块,Huaihai Road,155534,"POLYGON ((121.4521837919764 31.22571046285338, 121.4568370276566 31.22584994364075, 121.4632289169408 31.22579305239889, 121.4673991793643 31.22740923601976, 121.4708218591601 31.22897775797666, 121.4737388844858 31.23055412572916, 121.4739649621123 31.23032551896054, 121.4756768755443 31.22763439636574, 121.4766136813269 31.22545453564443, 121.4772275883339 31.22267758779504, 121.4792196084635 31.21945517615326, 121.4760868561492 31.21828139803756, 121.4761083972454 31.21819890878935, 121.476582309798 31.21583407664039, 121.4678525231281 31.21292940080641, 121.4629664935503 31.21075151846821, 121.457435568805 31.2084808993079, 121.4571555828259 31.21108506180346, 121.4567464947584 31.21367049970692, 121.4561438212391 31.21522818727789, 121.4554981589125 31.21645559863763, 121.454185346239 31.21924051370243, 121.45349665791 31.22094471341463, 121.452528230736 31.22327185807682, 121.4522269513857 31.22409653529812, 121.4521837919764 31.22571046285338))",59807,115369.4123,19642.41228,0.028,1,HH,59807,16060.10197
47,黄兴绿地板块,HuangXing,46514,"POLYGON ((121.5218361210972 31.3053408701763, 121.5357188260615 31.30968400390097, 121.5392478474147 31.30961891956582, 121.54355103611 31.3090417884684, 121.5481116820493 31.30831772024695, 121.5542200880803 31.30583589836461, 121.5543924132654 31.3029038534974, 121.5561992711209 31.2976282760664, 121.5578336989848 31.29499141208938, 121.5592099761142 31.29264728062596, 121.5503721347858 31.28847256424434, 121.5412944446273 31.28313893228953, 121.5366899008897 31.28030548665268, 121.5287268616156 31.27834232589449, 121.5241634260786 31.27715671020618, 121.5220104727407 31.27894724503543, 121.5205893497125 31.28161963763281, 121.5167994251084 31.28967424469996, 121.5127293090343 31.29862527593799, 121.5109202924923 31.3023588642244, 121.5218361210972 31.3053408701763))",64658.75,6349.412281,24494.16228,0.011,1,HH,64658.75,20911.85197
48,控江路板块,KongJiang Road,108543,"POLYGON ((121.491647414733 31.28547649483633, 121.4931978015675 31.28797393552582, 121.4956958395354 31.28948429099306, 121.4978063399319 31.28945379349371, 121.5014674334791 31.28887794134559, 121.5034487226112 31.28815054163778, 121.5062052387007 31.28731542427769, 121.508961668973 31.28670025420212, 121.5121055019245 31.28714935163669, 121.5166271501509 31.28782234293423, 121.5184358059903 31.28661774131289, 121.5197278908665 31.28295529364871, 121.5216658172984 31.2792945059694, 121.5240771448237 31.27717472491379, 121.5214077679877 31.27581068948787, 121.5166283062363 31.2733038234716, 121.514733625277 31.272051710918, 121.5115900735028 31.2695125928713, 121.5085755902267 31.26675376261381, 121.5040965216936 31.26487063419585, 121.502028876105 31.26798137674977, 121.5021146492407 31.27263825946521, 121.4991425359492 31.27526947274507, 121.4947920951944 31.27833655364698, 121.4922078023201 31.27865898661085, 121.4917767981987 31.2828372514468, 121.491647414733 31.28547649483633))",56974,68378.41228,16809.41228,0.046,1,HH,56974,13227.10197
49,惠南板块,Huinan,18903,"POLYGON ((121.7124822749035 31.07140261159092, 121.7553896332113 31.07696656379878, 121.7859867179666 31.07581938596775, 121.7887400826068 31.06171539713814, 121.7911499146849 31.04613911494348, 121.7914981686215 30.99585611502621, 121.7904672910747 30.97673420509589, 121.7832474319571 30.92964318006796, 121.7767125028508 30.93434469096648, 121.7712106205702 30.93963647571736, 121.7608978314072 30.95257630903717, 121.7152334523544 30.98142436726669, 121.6980883972828 30.98850604539826, 121.6888269285328 31.06967299133831, 121.7124822749035 31.07140261159092))",16476.75,-21261.58772,-23687.83772,0.007,1,LL,16476.75,-27270.14803
50,临港新城板块,Lingang New area,23759,"POLYGON ((121.9668886099433 30.93779298227165, 121.9720250653957 30.92276752275561, 121.9699738706253 30.88597188537599, 121.9576475925321 30.87805374747772, 121.9292065971024 30.86779988757644, 121.8838926361361 30.85132336601675, 121.846059515896 30.85216280364749, 121.8302279006153 30.84859901776521, 121.8009724043883 30.84913372150564, 121.8002839924293 30.85119471781832, 121.7837695953825 30.85205487490936, 121.7817058173148 30.85323058468137, 121.767608445479 30.85144803519845, 121.7645148739584 30.85232920783349, 121.7566110687545 30.85173521238537, 121.7617632818648 30.87736274977668, 121.7703513301485 30.93713463198747, 121.7724140186801 30.93860819818967, 121.7841073640374 30.92920333555493, 121.7851392102465 30.93008764642942, 121.7896084381935 30.96040477960233, 121.7927026700591 30.99071097349221, 121.8229884537739 30.98488084748793, 121.8391655046899 30.98344105036783, 121.8408865175829 30.9816790657846, 121.8364165635717 30.92958735960447, 121.8936806876811 30.90801778870136, 121.8938520345753 30.91258100712566, 121.9027803949378 30.92641622039309, 121.9089594035493 30.93377188696011, 121.92268469671 30.93817399121556, 121.9425699196623 30.9357888314782, 121.9583285347942 30.92898549335216, 121.9668886099433 30.93779298227165))",16694.875,-16405.58772,-23469.71272,0.007,1,LL,16694.875,-27052.02303
51,书院板块,Shuyuan,2663,"POLYGON ((121.9655190461505 30.93779672726989, 121.9583284629935 30.93016284686328, 121.9391427475866 30.93726660029089, 121.9223415689484 30.93935163193065, 121.9093025850635 30.93465465272917, 121.8935083905466 30.91405288784724, 121.8938522803686 30.90993145110001, 121.837793211107 30.93017858864284, 121.8422631317207 30.98197563887101, 121.7923586140457 30.99071047666044, 121.7923539833105 31.04717029242354, 121.7865026699353 31.07596758303455, 121.7830610419821 31.10035281355727, 121.8133409547878 31.10686400078856, 121.8598011725278 31.11282117146005, 121.9065472337097 31.04790216446992, 121.9394803930096 30.99846374871022, 121.9655190461505 30.93779672726989))",18506.75,-37501.58772,-21657.83772,0.013,1,LL,18506.75,-25240.14803
